6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
6,9,9,9
